EasyNumber;CompagnyName;CompagnyName2;Pays
00000559003044;WILDCAT INTERNATIONAL SOURCING LIMITED;WILDCAT+INTERNATIONAL+SOURCING+LIMITED;GBR
00000367436578;M.B.MODA S.A.S. DI GIUSEPPINA BAIANO;M.B.MODA+S.A.S.+DI+GIUSEPPINA+BAIANO;ITA
00000559001630;LEATER EUROPEAN TRANSPORT MR CHRISTOPHER LEATER T/A;LEATER+EUROPEAN+TRANSPORT+MR+CHRISTOPHER+LEATER+T/A;GBR
00000078652316;STAEG SOCIETE THIAISIENNE D'AGENCEMENT ET D'ENTRETIEN GENERAL;STAEG+SOCIETE+THIAISIENNE+D'AGENCEMENT+ET+D'ENTRETIEN+GENERAL;FRA
00001101646945;517172 ONTARIO LIMITED RODAN ENTERPRISES;517172+ONTARIO+LIMITED+RODAN+ENTERPRISES;CAN
00000363505521;ZAK SOLUTIONS COMPANY FOR COMPUTER SYSTEMS K.S.C.C.;ZAK+SOLUTIONS+COMPANY+FOR+COMPUTER+SYSTEMS+K.S.C.C.;KWT
00002337567339;ZAIN PACKAGING INDUSTRIES (PRIVATE) LIMITED;ZAIN+PACKAGING+INDUSTRIES+(PRIVATE)+LIMITED;PAK
00000264064012;F.LLI CARERI E FIGLI S.A.S. DI GIUSEPPE E DOMENICO CARERI E C.;F.LLI+CARERI+E+FIGLI+S.A.S.+DI+GIUSEPPE+E+DOMENICO+CARERI+E+C.;ITA
00004452885539;Bazzana Giulio e Gianroberto Sagl;Bazzana+Giulio+e+Gianroberto+Sagl;CHE
00002256746163;MUSTAFA AKTAA BIN HUSSAIN T/AS: AL FARASHE CARPET;MUSTAFA+AKTAA+BIN+HUSSAIN+T/AS:+AL+FARASHE+CARPET;SYR
00005338767542;Hillwealth International Limited;Hillwealth+International+Limited;HKG
00000131294556;CAISSE REGIONALE DU CREDIT MUTUEL D'ANJOU;CAISSE+REGIONALE+DU+CREDIT+MUTUEL+D'ANJOU;FRA
00000441643443;GERMAN ARANDIGA SOCIEDAD ANONIMA;GERMAN+ARANDIGA+SOCIEDAD+ANONIMA;ESP
00001787985961;NUOVA LUCANA PLASTIK DI CAPUTO E FORNILLO;NUOVA+LUCANA+PLASTIK+DI+CAPUTO+E+FORNILLO;ITA
00000443615664;SISTEMAS DE PALETIZACION SOCIEDAD ANONIMA;SISTEMAS+DE+PALETIZACION+SOCIEDAD+ANONIMA;ESP
00000458925458;ORGANIZACION PLANIFICACION Y CONTROL DE OBRAS SL;ORGANIZACION+PLANIFICACION+Y+CONTROL+DE+OBRAS+SL;ESP
00000286417756;LA MAISON DE TAPIS EX M3T MAISON TUNISO TURQUE DE TAPIS;LA+MAISON+DE+TAPIS+EX+M3T+MAISON+TUNISO+TURQUE+DE+TAPIS;TUN
00000337751328;GUADAGNI ORIANO ORIANO FORNITURE;GUADAGNI+ORIANO+ORIANO+FORNITURE;ITA
00002249713577;MOHAMED KRAYEM T/AS: KRAYEM INDUSTRIAL EAST;MOHAMED+KRAYEM+T/AS:+KRAYEM+INDUSTRIAL+EAST;SYR
00000286416847;STE ABID MED MONDIAL EQUIPEMENT ET DISTRIBUTION;STE+ABID+MED+MONDIAL+EQUIPEMENT+ET+DISTRIBUTION;TUN
00000582895480;CADIOT ERIC DOMINIQUE MICHEL MARIE;CADIOT+ERIC+DOMINIQUE+MICHEL+MARIE;FRA
00000295470549;PARVALUX ELECTRIC MOTORS LIMITED;PARVALUX+ELECTRIC+MOTORS+LIMITED;GBR
00000353337968;NEWPORT FISH (MIDLANDS) LIMITED;NEWPORT+FISH+(MIDLANDS)+LIMITED;GBR
00005837539745;LE DUC GHI TRADING COMPANY LIMITED;LE+DUC+GHI+TRADING+COMPANY+LIMITED;VNM
00000434182834;Mogens Nielsen Kreaturslagteri A/S;Mogens+Nielsen+Kreaturslagteri+A/S;DNK
00000295474690;MACVICAR AND MACINNES (ARGYLL) LIMITED;MACVICAR+AND+MACINNES+(ARGYLL)+LIMITED;GBR
00000434176368;CUBUS DATA V/HENRIK NORDAL KONGSBJERG;CUBUS+DATA+V/HENRIK+NORDAL+KONGSBJERG;DNK
00003676085373;COMMERCIALISATION PRODUITS TERROIR D AUVERGNE;COMMERCIALISATION+PRODUITS+TERROIR+D+AUVERGNE;FRA
00000363493702;ABDULLAH AL-MANSOUR TRDG. CO. WLL;ABDULLAH+AL-MANSOUR+TRDG.+CO.+WLL;KWT
00000364814442;A R B SPECIALIST FRUITS LIMITED;A+R+B+SPECIALIST+FRUITS+LIMITED;GBR
00001369888505;SOCIETE D'ARCHITECTURE D'INGENIERIE ET D'EXPERTISE;SOCIETE+D'ARCHITECTURE+D'INGENIERIE+ET+D'EXPERTISE;FRA
00004113602842;ROUVIERE REINDERS MYRIAM MURIEL;ROUVIERE+REINDERS+MYRIAM+MURIEL;FRA
00000377512809;CHICHESTER COLLEGE SERVICES LIMITED;CHICHESTER+COLLEGE+SERVICES+LIMITED;GBR
00000473655749;Imperial Tile And Marble Of Freehold Inc.;Imperial+Tile+And+Marble+Of+Freehold+Inc.;USA
00001101182151;BRITTON BROS DIAMOND DRILLING LTD;BRITTON+BROS+DIAMOND+DRILLING+LTD;CAN
00001076485741;BUITRON GARRIDO SANTIAGO XAVIER;BUITRON+GARRIDO+SANTIAGO+XAVIER;ECU
00000436685361;CUNAS CALLEJA SOCIEDAD LIMITADA;CUNAS+CALLEJA+SOCIEDAD+LIMITADA;ESP
00001684595564;BOBILLIER CHAUMONT STEPHANE NEE BOBILLIER CHAUMONT;BOBILLIER+CHAUMONT+STEPHANE+NEE+BOBILLIER+CHAUMONT;FRA
00000481175153;COMMERCIALE CARBONE S.R.L. IMPORT EXPORT;COMMERCIALE+CARBONE+S.R.L.+IMPORT+EXPORT;ITA
00002324426756;EXCAVACIONES HERNANDEZ-CASTILLO SOCIEDAD LIMITADA;EXCAVACIONES+HERNANDEZ-CASTILLO+SOCIEDAD+LIMITADA;ESP
00000078924666;FRANCE TABAC UNION DES SOCIETES COOPERATIVES AGRICOLES;FRANCE+TABAC+UNION+DES+SOCIETES+COOPERATIVES+AGRICOLES;FRA
00001787580769;F.LLI CRISANTE SRL O IN FORMA ABBREVIATA CRISANTE SRL;F.LLI+CRISANTE+SRL+O+IN+FORMA+ABBREVIATA+CRISANTE+SRL;ITA
00000481175557;MA.IN (MANUTENZIONE INDUSTRIALE) - S.R.L.;MA.IN+(MANUTENZIONE+INDUSTRIALE)+-+S.R.L.;ITA
00001787569252;DE.MA. 2006 - SOCIETA' A RESPONSABILITA' LIMITATA;DE.MA.+2006+-+SOCIETA'+A+RESPONSABILITA'+LIMITATA;ITA
00005805285142;BIO POELE INSTALLATION MULTI SERVICES;BIO+POELE+INSTALLATION+MULTI+SERVICES;FRA
00001243458333;CAM CENTRALE AUTOMOBILE MITRYENNE;CAM+CENTRALE+AUTOMOBILE+MITRYENNE;FRA
00000147358669;SAMEDI 13 SOCIETE AOUN MENUISERIES ETUDES ET DIFFUSION INDUSTRIELLES;SAMEDI+13+SOCIETE+AOUN+MENUISERIES+ETUDES+ET+DIFFUSION+INDUSTRIELLES;FRA
00000590395488;SIGNES BOUTIQUE TEL :0034937775171;SIGNES+BOUTIQUE+TEL+:0034937775171;ESP
00000103084355;SOCIETE D EXPLOITATION DES MEUBLES D AQUITAINE;SOCIETE+D+EXPLOITATION+DES+MEUBLES+D+AQUITAINE;FRA
00000246494744;PASTICCERIA TAGLIAFICO - SOCIETA' A RESPONSABILITA' LIMITATA;PASTICCERIA+TAGLIAFICO+-+SOCIETA'+A+RESPONSABILITA'+LIMITATA;ITA
00000434271631;VM Building Solutions Scandinavia A/S;VM+Building+Solutions+Scandinavia+A/S;DNK
00000383338251;NICE WORLD LTD TEL: (230) 282-1966;NICE+WORLD+LTD+TEL:+(230)+282-1966;MUS
00001720719452;SELARL CABINET VETERINAIRE CONSEIL YVON PORTAL;SELARL+CABINET+VETERINAIRE+CONSEIL+YVON+PORTAL;FRA
00002650686559;PETROLEUM EXPLORATION PVT LTD (PEL);PETROLEUM+EXPLORATION+PVT+LTD+(PEL);PAK
00001121587767;COUVREURS D ALSACE SOCIETE A RESPONSABILITE LIMITEE;COUVREURS+D+ALSACE+SOCIETE+A+RESPONSABILITE+LIMITEE;FRA
00001741636334;SOCIETE CIVILE IMMOBILIERE LILLE LOT E2;SOCIETE+CIVILE+IMMOBILIERE+LILLE+LOT+E2;FRA
00005809690238;SHINEX COATINGS JOINT STOCK COMPANY;SHINEX+COATINGS+JOINT+STOCK+COMPANY;VNM
00000443611523;PLASTICAS REDELMONT SOCIEDAD LIMITADA;PLASTICAS+REDELMONT+SOCIEDAD+LIMITADA;ESP
00000330110650;AVENTIS CROPSCIENCE ARGENTINA SA;AVENTIS+CROPSCIENCE+ARGENTINA+SA;ARG
00005344460649;GOOD FORTUNE GARMENTS FACTORY LTD;GOOD+FORTUNE+GARMENTS+FACTORY+LTD;HKG
00000295472670;PAUL WESTWOOD T-AS /MSR TRUCKING;PAUL+WESTWOOD+T-AS+/MSR+TRUCKING;GBR
00000590479133;FRANCISCO ALEIXANDRE PASTOR MUEBLES PACO ALEIXANDRE;FRANCISCO+ALEIXANDRE+PASTOR+MUEBLES+PACO+ALEIXANDRE;ESP
00000087466851;BUREAUX - CLOISONS INGENIERIE - BCI;BUREAUX+-+CLOISONS+INGENIERIE+-+BCI;FRA
00000590477517;FRUTAS Y VERDURAS SABINIANO SOCIEDAD LIMITADA;FRUTAS+Y+VERDURAS+SABINIANO+SOCIEDAD+LIMITADA;ESP
00000590472820;BROADCAST ALTERNATIVE ESPAÑA SL;BROADCAST+ALTERNATIVE+ESPAÑA+SL;ESP
00000473657163;Mirion Technologies (IST) Corporation;Mirion+Technologies+(IST)+Corporation;USA
00000481177830;S.O.P.E.L. SRL - IN LIQUIDAZIONE;S.O.P.E.L.+SRL+-+IN+LIQUIDAZIONE;ITA
00000377516748;TECHNICAL MEDICAL SERVICES LIMITED;TECHNICAL+MEDICAL+SERVICES+LIMITED;GBR
00000289701526;Intercom Packaging Company Limited;Intercom+Packaging+Company+Limited;HKG
00000289701728;FASHION CORNER - MISS NG KAI LING;FASHION+CORNER+-+MISS+NG+KAI+LING;HKG
00000363510522;ADVANCED INTERNATIONAL ELECTRONIC EQUIPMENT COMPANY W.L.L.;ADVANCED+INTERNATIONAL+ELECTRONIC+EQUIPMENT+COMPANY+W.L.L.;KWT
00000338414173;LIRITEX SOCIETA' PER AZIONI - IN LIQUIDAZIONE;LIRITEX+SOCIETA'+PER+AZIONI+-+IN+LIQUIDAZIONE;ITA
00001102962938;CENTRE COMMUNAL D'ACTION SOCIALE;CENTRE+COMMUNAL+D'ACTION+SOCIALE;FRA
00005348472725;HOSPITALITY SOLUTIONS SOLE SHAREHOLDER C O. LTD;HOSPITALITY+SOLUTIONS+SOLE+SHAREHOLDER+C+O.+LTD;GRC
00000558977636;THE HERITAGE TIMBER COMPANY LIMITED;THE+HERITAGE+TIMBER+COMPANY+LIMITED;GBR
00002324439333;INGREDIENTES NATURALES SELECCIONADOS SL;INGREDIENTES+NATURALES+SELECCIONADOS+SL;ESP
00004235689944;OPERA ON THE SQUARE BERNIE MAHER AND ALMA MAHER T/A;OPERA+ON+THE+SQUARE+BERNIE+MAHER+AND+ALMA+MAHER+T/A;IRL
00001173913106;SOCIETE DE MONTAGE DE GAINES ET DE TUYAUTERIES;SOCIETE+DE+MONTAGE+DE+GAINES+ET+DE+TUYAUTERIES;FRA
00000286412049;STUMAC SARL STE TUNISIENNE DE MACHINES A COUDRE;STUMAC+SARL+STE+TUNISIENNE+DE+MACHINES+A+COUDRE;TUN
00000246508634;IL MARSUPIO DI QUARATO VALERIA BICE;IL+MARSUPIO+DI+QUARATO+VALERIA+BICE;ITA
00000408997940;COMERCIALIZADORA DE PRODUCTOS DE OFICINA S.A. OFFICE DEPOT;COMERCIALIZADORA+DE+PRODUCTOS+DE+OFICINA+S.A.+OFFICE+DEPOT;COL
00001088020555;DANIELCOM EQUIPMENT SUPPLY S.A.;DANIELCOM+EQUIPMENT+SUPPLY+S.A.;ECU
00005851970713;GLOBUS INTERNATIONAL TRADING PTE. LTD - REPRESENTATIVE OFFICE;GLOBUS+INTERNATIONAL+TRADING+PTE.+LTD+-+REPRESENTATIVE+OFFICE;VNM
00001405168772;COLLEGE NATIONAL D'AUDIOPROTHESE;COLLEGE+NATIONAL+D'AUDIOPROTHESE;FRA
00000115847676;CHAUFFAGE PLOMBERIE ELEC CLIMATISATION;CHAUFFAGE+PLOMBERIE+ELEC+CLIMATISATION;FRA
00002263666869;MOHAMMAD LABIB AL-EKHWAN - ARABIAN EST. FOR PLASTIC INDUSTRIES;MOHAMMAD+LABIB+AL-EKHWAN+-+ARABIAN+EST.+FOR+PLASTIC+INDUSTRIES;SYR
00000468487747;ZAPPING MOBEL SL EN LIQUIDACION;ZAPPING+MOBEL+SL+EN+LIQUIDACION;ESP
00001054822874;ISAAC DIDIER ANDRE GEORGES MICHEL;ISAAC+DIDIER+ANDRE+GEORGES+MICHEL;FRA
00000430312540;DEFRODROM DOMESTIC APPLIANCES LTD;DEFRODROM+DOMESTIC+APPLIANCES+LTD;CYP
00001749128765;SPORTING INT KARATE DE CAGNES SUR MER;SPORTING+INT+KARATE+DE+CAGNES+SUR+MER;FRA
00000530820774;DISCOUNT WINDOW AND DOOR CENTRE;DISCOUNT+WINDOW+AND+DOOR+CENTRE;CAN
00000264052344;EUROCOOP SOCIETA ' COOPERATIVA ARL;EUROCOOP+SOCIETA+'+COOPERATIVA+ARL;ITA
00000481846483;JOLLY MARKET DI PIZZONI FIORE E C. S.N.C.;JOLLY+MARKET+DI+PIZZONI+FIORE+E+C.+S.N.C.;ITA
00000582819462;SOCIETE D'IMPORTATION ET DE TRANSPORT;SOCIETE+D'IMPORTATION+ET+DE+TRANSPORT;FRA
00000518368948;FEDERATION FRANCAISE DE NATATION;FEDERATION+FRANCAISE+DE+NATATION;FRA
00000518369150;FIDUCIAIRE DES TECHNIQUES COMPTABLES ET FINANCIERES EUROPEENNES;FIDUCIAIRE+DES+TECHNIQUES+COMPTABLES+ET+FINANCIERES+EUROPEENNES;FRA
00004493276428;RECAMBIOS Y ACCESORIOS PALMA SUR S.C.;RECAMBIOS+Y+ACCESORIOS+PALMA+SUR+S.C.;ESP
00001914271676;Th. Glasser Wintergarten - Bau KEG;Th.+Glasser+Wintergarten+-+Bau+KEG;AUT
00005955521026;NAESTVED COMPUTER SUPPORT V/CHRISTIAN DALBERG JOHANNESEN;NAESTVED+COMPUTER+SUPPORT+V/CHRISTIAN+DALBERG+JOHANNESEN;DNK
00000578346178;SOCIETE COMMERCIALE BANTA ET FILS SARL SOCOBAF;SOCIETE+COMMERCIALE+BANTA+ET+FILS+SARL+SOCOBAF;SEN
00001049221445;RAPID RETURNS CO LTD TEL 886 2 8732 9797 FAX 8732 3026;RAPID+RETURNS+CO+LTD+TEL+886+2+8732+9797+FAX+8732+3026;MUS
00004224245141;BANK AUDI SYRIA SA +9631123888000;BANK+AUDI+SYRIA+SA++9631123888000;SYR
00004225003047;FLASH FIRE CORPORATION MR JAWAID AHMED;FLASH+FIRE+CORPORATION+MR+JAWAID+AHMED;PAK
00000286460185;GEPAP SARL -GENERALE DES PRODUITS ALIMENTAIRE ET PATISSIERS;GEPAP+SARL+-GENERALE+DES+PRODUITS+ALIMENTAIRE+ET+PATISSIERS;TUN
00000286459881;STE CAD D Y CADEAUX DISIGN YOUSSEF;STE+CAD+D+Y+CADEAUX+DISIGN+YOUSSEF;TUN
00005810083662;AL-BAHA COMPANY FOR CAUSTIC-CHLORINE INDUSTRY;AL-BAHA+COMPANY+FOR+CAUSTIC-CHLORINE+INDUSTRY;JOR
00000417819345;KAYMAR RUBBER AND PLASTICS LIMITED;KAYMAR+RUBBER+AND+PLASTICS+LIMITED;GBR
00006014212671;VAS STEEL AN HUNG TUONG LIMITED LIABILITY COMPANY;VAS+STEEL+AN+HUNG+TUONG+LIMITED+LIABILITY+COMPANY;VNM
00000327224648;MODERN INSULATION INDUSTRIAL COMPANY;MODERN+INSULATION+INDUSTRIAL+COMPANY;SAU
00000481849463;CALZATURIFICIO F.LLI LOBACCARO S.R.L.;CALZATURIFICIO+F.LLI+LOBACCARO+S.R.L.;ITA
00000415898290;BRITISH AIRWAYS ENGINE OVERHAUL LIMITED;BRITISH+AIRWAYS+ENGINE+OVERHAUL+LIMITED;GBR
00000497184160;CENTRE GESTION AGREE BOULANGERIE;CENTRE+GESTION+AGREE+BOULANGERIE;FRA
00000443853264;Egyptian International Medical Center S.A.E / EIMC;Egyptian+International+Medical+Center+S.A.E+/+EIMC;EGY
00000526876482;FARM LAND GENERAL TRADING COMPANY W.L.L.;FARM+LAND+GENERAL+TRADING+COMPANY+W.L.L.;KWT
00002483354436;Hydro Building Systems Czechia s.r.o.;Hydro+Building+Systems+Czechia+s.r.o.;CZE
00005620836574;INTERNATIONAL CULINARY CENTER LLC;INTERNATIONAL+CULINARY+CENTER+LLC;USA
00000264049111;SEKURIT DI RAVAGLIA MASSIMO E C. S.N.C.;SEKURIT+DI+RAVAGLIA+MASSIMO+E+C.+S.N.C.;ITA
00000478675453;ECUREUIL AQUITAINE SERVICES INTEGRES;ECUREUIL+AQUITAINE+SERVICES+INTEGRES;FRA
00000370590840;Ateliers François Frieseisen Et Cie SARL;Ateliers+François+Frieseisen+Et+Cie+SARL;LUX
00000392650060;MAESTRANZA Y FUNDICION VESPUCIO S.A.;MAESTRANZA+Y+FUNDICION+VESPUCIO+S.A.;CHL
00000468483707;CERRAJERIA MECANICA VILA-REAL SL;CERRAJERIA+MECANICA+VILA-REAL+SL;ESP
00000367424961;HOSTILESNOWBOARD ITALIA DI ROA` GIOVANNI INDIV.;HOSTILESNOWBOARD+ITALIA+DI+ROA`+GIOVANNI+INDIV.;ITA
00000518359048;AEG FINANCES - AUDIT EXPERTISE GESTION;AEG+FINANCES+-+AUDIT+EXPERTISE+GESTION;FRA
00000466113162;JOSE RAMON HIDALGO OTAOLAURRUCHI;JOSE+RAMON+HIDALGO+OTAOLAURRUCHI;ESP
00000327548216;VOLVO TRUCK AND BUS (NORTHERN ENGLAND) LIMITED;VOLVO+TRUCK+AND+BUS+(NORTHERN+ENGLAND)+LIMITED;GBR
00003380242310;EXPEDICIONES DE IMPORTACION Y EXPORTACION IBERICA SA;EXPEDICIONES+DE+IMPORTACION+Y+EXPORTACION+IBERICA+SA;ESP
00005954393688;ROBIN KVIST INREDNINGSKONSULT AB;ROBIN+KVIST+INREDNINGSKONSULT+AB;SWE
00003433856567;MIRTON ARMARIOS SOCIEDAD LIMITADA;MIRTON+ARMARIOS+SOCIEDAD+LIMITADA;ESP
00000392653949;ALONSO HERMANOS Y COMPA¤IA LIMITADA;ALONSO+HERMANOS+Y+COMPA¤IA+LIMITADA;CHL
00000197468175;I.R.S. S.R.L. INGEGNERIA E REALIZZAZIONI SPECIALI;I.R.S.+S.R.L.+INGEGNERIA+E+REALIZZAZIONI+SPECIALI;ITA
00004492839059;EUROPEAN POWER SYSTEMS SA SUCURSAL EN ES EPS;EUROPEAN+POWER+SYSTEMS+SA+SUCURSAL+EN+ES+EPS;ESP
00005628395982;SAN MIGUEL YAMAMURA PACKAGING CORPORATION;SAN+MIGUEL+YAMAMURA+PACKAGING+CORPORATION;PHL
00000619472951;PROGRAMME REGIONAL DE PROTECTION DE COMMISSION DE L'OCEAN INDIEN;PROGRAMME+REGIONAL+DE+PROTECTION+DE+COMMISSION+DE+L'OCEAN+INDIEN;MUS
00005363648818;PALIOS NIKOLAOS OE TEL :2262029307;PALIOS+NIKOLAOS+OE+TEL+:2262029307;GRC
00000478694546;SOCIETE CIVILE IMMOBILIERE LE MANDELBERG;SOCIETE+CIVILE+IMMOBILIERE+LE+MANDELBERG;FRA
00001774766582;SOCIETE CIVILE IMMOBILIERE LE PARC AUX HIRONDELLES;SOCIETE+CIVILE+IMMOBILIERE+LE+PARC+AUX+HIRONDELLES;FRA
00000410010116;Gemeinnützige Siedlungsgesellschaft m.b.H. für den Bezirk Vöcklabruck;Gemeinnützige+Siedlungsgesellschaft+m.b.H.+für+den+Bezirk+Vöcklabruck;AUT
00000375981137;ALFA MELI OILFIELD SERVICES SDN BHD;ALFA+MELI+OILFIELD+SERVICES+SDN+BHD;MYS
00000112661342;SOC EXPLOIT VEDETTES PARIS TOUR EIFFEL;SOC+EXPLOIT+VEDETTES+PARIS+TOUR+EIFFEL;FRA
00004494732031;B.D.E. CO. TEL. +963 11 8214976;B.D.E.+CO.+TEL.++963+11+8214976;SYR
00000443846849;Ferrometalco Steel Construction - FMC;Ferrometalco+Steel+Construction+-+FMC;EGY
00000364760043;GAZELLE OFFICE FURNITURE LIMITED;GAZELLE+OFFICE+FURNITURE+LIMITED;GBR
00001903407436;CASA BOGNANNI S.A.S. DI BOGNANNI FILIPPO E C. SIGLABILE OVE CONSENTITO IN CASA BOGNANNI S.A.S.;CASA+BOGNANNI+S.A.S.+DI+BOGNANNI+FILIPPO+E+C.+SIGLABILE+OVE+CONSENTITO+IN+CASA+BOGNANNI+S.A.S.;ITA
00002253872739;SNT SOCIETE DE NETTOYAGE ET TRAVAUX;SNT+SOCIETE+DE+NETTOYAGE+ET+TRAVAUX;FRA
00000314064821;MAHAN ELECTRICAL INDUSTRIES PRIVATE LIMITED;MAHAN+ELECTRICAL+INDUSTRIES+PRIVATE+LIMITED;IND
00000314064619;GUJARAT ALKALIES AND CHEMICALS LIMITED;GUJARAT+ALKALIES+AND+CHEMICALS+LIMITED;IND
00000516036337;DUNCAN TEGNER ARCHITECTURAL DESIGNERS AND PROJECT MANAGERS;DUNCAN+TEGNER+ARCHITECTURAL+DESIGNERS+AND+PROJECT+MANAGERS;ZAF
00000582817745;EUREX COMPAGNIE FIDUCIAIRE EUROPEENNE;EUREX+COMPAGNIE+FIDUCIAIRE+EUROPEENNE;FRA
00000530695357;Axel Kraft International Limited;Axel+Kraft+International+Limited;CAN
00000396396553;COOLING TOWER TECHNOLOGIES LIMITED;COOLING+TOWER+TECHNOLOGIES+LIMITED;NZL
00000520017854;MOHAMED A MR PICK A LIGHT AND BATH CENTRE;MOHAMED+A+MR+PICK+A+LIGHT+AND+BATH+CENTRE;ZAF
00001442297863;GARDIENNAGE PROTECTION SECURITE;GARDIENNAGE+PROTECTION+SECURITE;FRA
00001307585028;GANDIAS-SOCIEDADE DE REPRESENTAÇÕES LDA;GANDIAS-SOCIEDADE+DE+REPRESENTAÇÕES+LDA;PRT
00004238474976;FRIESLANDCAMPINA ENGRO PAKISTAN LTD (FEPL);FRIESLANDCAMPINA+ENGRO+PAKISTAN+LTD+(FEPL);PAK
00002956906439;Pozarni uzavery Zrubecky s.r.o.;Požární+uzávery+Zrubecký+s.r.o.;CZE
00001054845149;TEPPAZ CHARPENTE MENUISERIE (T.C.M);TEPPAZ+CHARPENTE+MENUISERIE+(T.C.M);FRA
00000396363166;GOLD MEDAL WINES LIMITED CENTRE FOR EFFECTIVE ORGANISAT IONS LIMI;GOLD+MEDAL+WINES+LIMITED+CENTRE+FOR+EFFECTIVE+ORGANISAT+IONS+LIMI;NZL
00001421018319;SOCIETE CIVILE DE PORTEFEUILLE EURO;SOCIETE+CIVILE+DE+PORTEFEUILLE+EURO;FRA
00000162343077;Ing. Harald Neumayer Gesellschaft m.b.H.;Ing.+Harald+Neumayer+Gesellschaft+m.b.H.;AUT
00000281741168;TOUT CONFORT DU MALADE EXPRESS AMBULANCE TOUCOMEX SARL;TOUT+CONFORT+DU+MALADE+EXPRESS+AMBULANCE+TOUCOMEX+SARL;TUN
00000323891681;KIMIA FAAM PHARMACEUTICAL COMPANY;KIMIA+FAAM+PHARMACEUTICAL+COMPANY;IRN
00000197455295;AZ. AG. BELOTTI - AGRINATURA - SOCIETA' AGRICOLA SEMPLICE;AZ.+AG.+BELOTTI+-+AGRINATURA+-+SOCIETA'+AGRICOLA+SEMPLICE;ITA
00006064596346;ANH YEN SERVICE TRADING COMPANY LIMITED;ANH+YEN+SERVICE+TRADING+COMPANY+LIMITED;VNM
00000392640463;COMERCIAL E INMOBILIARIA ROSALES BRANTES LIMITADA;COMERCIAL+E+INMOBILIARIA+ROSALES+BRANTES+LIMITADA;CHL
00004547922458;PWT WASSER-UND ABWASSERTECHNIK GmbH GERMANIA - SEDIU PERMANENT DESEMNAT;PWT+WASSER-UND+ABWASSERTECHNIK+GmbH+GERMANIA+-+SEDIU+PERMANENT+DESEMNAT;ROU
00000072978453;A.C.R.B.I. (AGENCEMENTS-CONSTRUCTIONS-RENOVATIONS- BATIMENT ET INDUSTRIE);A.C.R.B.I.+(AGENCEMENTS-CONSTRUCTIONS-RENOVATIONS-+BATIMENT+ET+INDUSTRIE);FRA
00000197489389;FAENZA INFISSI DI GHERARDELLI CESARE;FAENZA+INFISSI+DI+GHERARDELLI+CESARE;ITA
00000443850941;Paradise International Trading Co.;Paradise+International+Trading+Co.;EGY
00000355553447;COMERCIO E INDUSTRIA FARMOS LTDA;COMERCIO+E+INDUSTRIA+FARMOS+LTDA;BRA
00000567137459;MODULAIR CIE LTEE TEL:230-6975303 FAX: 2306972966;MODULAIR+CIE+LTEE+TEL:230-6975303+FAX:+2306972966;MUS
00001501089923;BEAUVOIR MARIE NELLY NEE EGATA PATCHE;BEAUVOIR+MARIE+NELLY+NEE+EGATA+PATCHE;FRA
00001568986041;IMMOBILIERE CABINET CONSEILS RHONE ALPES;IMMOBILIERE+CABINET+CONSEILS+RHONE+ALPES;FRA
00004273682356;BENEVOLENCE INTERNATIONAL FOUNDATION BIF;BENEVOLENCE+INTERNATIONAL+FOUNDATION+BIF;PAK
00005359699071;SOCIETE METHODE ENGINEERING DEVELOPPEMENT TRAVAUX PUBLIC ET TRAVAUX DIVERS EN BATIMENT;SOCIETE+METHODE+ENGINEERING+DEVELOPPEMENT+TRAVAUX+PUBLIC+ET+TRAVAUX+DIVERS+EN+BATIMENT;FRA
00002262817237;FUNDACION DAMAS DEL HONORABLE CUERPO CONSULAR DE GUAYAQUIL;FUNDACION+DAMAS+DEL+HONORABLE+CUERPO+CONSULAR+DE+GUAYAQUIL;ECU
00000582816078;SARL STUDIO W - SOCIETE EN LIQUIDATION;SARL+STUDIO+W+-+SOCIETE+EN+LIQUIDATION;FRA
00002262815722;VASCONEZ PEREIRA GLENDA GUIOMAR;VASCONEZ+PEREIRA+GLENDA+GUIOMAR;ECU
00001899134878;O.M.T.M. DI TAGLIABUE MARIADELE;O.M.T.M.+DI+TAGLIABUE+MARIADELE;ITA
00000409166140;EMPRESAS VARIAS DE MEDELLIN ESP;EMPRESAS+VARIAS+DE+MEDELLIN+ESP;COL
00000458916467;CONSTRUCCIONES HERMANOS DELGADO JEREZ SL;CONSTRUCCIONES+HERMANOS+DELGADO+JEREZ+SL;ESP
00000289708748;Handsome Chemical Development Limited;Handsome+Chemical+Development+Limited;HKG
00001204217360;SOCIETE EXPLOITATION BOULANGERIE PATISSERIE REMY;SOCIETE+EXPLOITATION+BOULANGERIE+PATISSERIE+REMY;FRA
00004273443746;THE DISTRIBUTORS TEL :0092214948678;THE+DISTRIBUTORS+TEL+:0092214948678;PAK
00004272274738;AL ISRAA INTERNATIONAL FREIGHT FORWARDE S;AL+ISRAA+INTERNATIONAL+FREIGHT+FORWARDE+S;SYR
00000089112222;MECANIQUE ELECTRONIQUE TELECOM APPLI BAT;MECANIQUE+ELECTRONIQUE+TELECOM+APPLI+BAT;FRA
00000355550720;TARKETT BRASIL REVESTIMENTOS LTDA;TARKETT+BRASIL+REVESTIMENTOS+LTDA;BRA
00005957360355;VIBY MURERFORRETNING V/FINN BJOERN BISGAARD-POULSEN;VIBY+MURERFORRETNING+V/FINN+BJOERN+BISGAARD-POULSEN;DNK
